trip,timestamp,longitude,latitude,fsd_active,video_on,fsd_event,source_file,speed_kmh,elevation_m,temperature_c,humidity_percent,pressure_hpa,weather_condition,wind_speed_kmh,wind_direction_degrees
1,2025-07-27 11:27:23,-118.3426580070974,34.09152112444139,False,True,,trip_log_Day1_iPhone.csv,0.0,265.47437582128777,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:24,-118.3426580070974,34.09152112444139,False,True,,trip_log_Day1_iPhone.csv,0.0,265.5611038107753,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:25,-118.3426580070974,34.09152112444139,False,True,,trip_log_Day1_iPhone.csv,0.0,265.6478318002628,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:26,-118.3426580070974,34.09152112444139,False,True,,trip_log_Day1_iPhone.csv,0.0,265.73455978975034,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:27,-118.3426580070974,34.09152112444139,False,True,,trip_log_Day1_iPhone.csv,0.0,265.8212877792378,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:28,-118.34259104304826,34.091532362787525,False,True,,trip_log_Day1_iPhone.csv,22.69546572871087,265.90801576872536,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:29,-118.34258118097476,34.09152156472648,False,True,,trip_log_Day1_iPhone.csv,5.415543391171835,265.9947437582129,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:30,-118.34256838126484,34.09152150354691,False,True,,trip_log_Day1_iPhone.csv,4.252493751692024,266.0814717477004,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:31,-118.34255275202857,34.09152541226847,False,True,,trip_log_Day1_iPhone.csv,5.421995434539623,266.16819973718793,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:32,-118.34253860620822,34.09152479523932,False,True,,trip_log_Day1_iPhone.csv,4.7060937980109125,266.2549277266754,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:33,-118.34252920790271,34.09152461579753,False,True,,trip_log_Day1_iPhone.csv,3.1232033721722514,266.34165571616296,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:34,-118.34253491895338,34.09152500131368,False,True,,trip_log_Day1_iPhone.csv,1.9036066937941747,266.42838370565045,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:35,-118.34252313593063,34.09152411546189,False,True,,trip_log_Day1_iPhone.csv,3.9306017627678753,266.515111695138,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:36,-118.34252049527156,34.091523971022625,False,True,,trip_log_Day1_iPhone.csv,0.8791951743414811,266.6018396846255,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:37,-118.34249707984392,34.091521750900334,False,True,,trip_log_Day1_iPhone.csv,7.829617909056952,266.688567674113,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:38,-118.34247017406784,34.091521074725755,False,True,,trip_log_Day1_iPhone.csv,8.942932649783767,266.7752956636005,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:39,-118.34246309993114,34.09152087272648,False,True,,trip_log_Day1_iPhone.csv,2.351611006850332,266.86202365308804,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:40,-118.34244881327562,34.0915240783864,False,True,,trip_log_Day1_iPhone.csv,4.916020150457883,266.94875164257553,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:41,-118.34242108721035,34.09152451851077,False,True,,trip_log_Day1_iPhone.csv,9.213054799129921,267.0354796320631,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:42,-118.3424047098982,34.09152724638085,False,True,,trip_log_Day1_iPhone.csv,5.548974309242796,267.1222076215506,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:43,-118.34238494075235,34.09153244859731,False,True,,trip_log_Day1_iPhone.csv,6.888568669094345,267.2089356110381,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:44,-118.34236942956792,34.09152946046672,False,True,,trip_log_Day1_iPhone.csv,5.289595267227726,267.29566360052564,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:45,-118.34234644743805,34.09152542507476,False,True,,trip_log_Day1_iPhone.csv,7.803504597518527,267.3823915900131,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:46,-118.34232413471288,34.09152276453255,False,True,,trip_log_Day1_iPhone.csv,7.488661358604077,267.46911957950067,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:47,-118.34230307646754,34.091518873479394,False,True,,trip_log_Day1_iPhone.csv,7.166609415139603,267.55584756898816,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:48,-118.34228537861544,34.09151253529159,False,True,,trip_log_Day1_iPhone.csv,6.401340117850167,267.6425755584757,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:49,-118.34227087665091,34.0915006512611,False,True,,trip_log_Day1_iPhone.csv,6.762658784798373,267.7293035479632,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:50,-118.34226647158346,34.091486624765594,False,True,,trip_log_Day1_iPhone.csv,5.78918817384124,267.8160315374507,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:51,-118.34226654795374,34.091474217976945,False,True,,trip_log_Day1_iPhone.csv,4.954424973689167,267.9027595269382,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:52,-118.34226592092168,34.09146206636747,False,True,,trip_log_Day1_iPhone.csv,4.856929701069063,267.98948751642575,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:53,-118.3422664938042,34.091459302304365,False,True,,trip_log_Day1_iPhone.csv,1.1200531739406037,268.0762155059133,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:54,-118.34226626036984,34.09145584478608,False,True,,trip_log_Day1_iPhone.csv,1.3828552109571228,268.1629434954008,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:55,-118.34226575939716,34.09145525726642,False,True,,trip_log_Day1_iPhone.csv,0.2876530379316362,268.2496714848883,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:56,-118.34226365329084,34.09145347283761,False,True,,trip_log_Day1_iPhone.csv,0.9986728208754158,268.3363994743758,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:57,-118.34226232201736,34.09145269272287,False,True,,trip_log_Day1_iPhone.csv,0.540983072987895,268.42312746386335,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:58,-118.34226158826108,34.091452457687886,False,True,,trip_log_Day1_iPhone.csv,0.2612182642632095,268.50985545335084,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:27:59,-118.3422597121702,34.09145037344135,False,True,,trip_log_Day1_iPhone.csv,1.0398106315174092,268.5965834428384,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:00,-118.34225777727478,34.091447296947585,False,True,,trip_log_Day1_iPhone.csv,1.3865431884420085,268.68331143232587,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:01,-118.34225674758008,34.09144566505909,False,True,,trip_log_Day1_iPhone.csv,0.7359920097014654,268.7700394218134,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:02,-118.34225519572142,34.09144057545569,False,True,,trip_log_Day1_iPhone.csv,2.0967879074174314,268.8567674113009,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:03,-118.3422523337827,34.091434397006395,False,True,,trip_log_Day1_iPhone.csv,2.644091969851448,268.94349540078844,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:04,-118.34225055370412,34.09142698958446,False,True,,trip_log_Day1_iPhone.csv,3.016519863786718,269.030223390276,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:05,-118.34224925301746,34.091418922043864,False,True,,trip_log_Day1_iPhone.csv,3.250435285401513,269.11695137976346,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:06,-118.34224790218362,34.09141092916637,False,True,,trip_log_Day1_iPhone.csv,3.2231649135393794,269.203679369251,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:07,-118.34224548220396,34.09140403512548,False,True,,trip_log_Day1_iPhone.csv,2.867970896391863,269.2904073587385,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:08,-118.3422439969711,34.09139328731658,False,True,,trip_log_Day1_iPhone.csv,4.3201573310921555,269.37713534822603,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:09,-118.34224381881896,34.091382554676635,False,True,,trip_log_Day1_iPhone.csv,4.286236596503754,269.4638633377135,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:10,-118.34224351468274,34.09137010680667,False,True,,trip_log_Day1_iPhone.csv,4.971791646582789,269.55059132720106,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:11,-118.34224299047618,34.091356540772516,False,True,,trip_log_Day1_iPhone.csv,5.420076107025801,269.63731931668855,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:12,-118.3422432542686,34.09133989221291,False,True,,trip_log_Day1_iPhone.csv,6.648789213309786,269.7240473061761,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:13,-118.3422435615008,34.091322608528905,False,True,,trip_log_Day1_iPhone.csv,6.9025883202555605,269.8107752956636,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:14,-118.34224868793704,34.09130780586098,False,True,,trip_log_Day1_iPhone.csv,6.151569014479966,269.8975032851511,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:15,-118.34226575779142,34.091293252269445,False,True,,trip_log_Day1_iPhone.csv,8.120128280908995,269.98423127463866,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:16,-118.3422890401209,34.0912841180858,False,True,,trip_log_Day1_iPhone.csv,8.551938837398641,270.07095926412615,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:17,-118.3423129761788,34.09128362832881,False,True,,trip_log_Day1_iPhone.csv,7.954658297411479,270.1576872536137,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:18,-118.34233956293684,34.091282105870704,False,True,,trip_log_Day1_iPhone.csv,8.853791251690172,270.2444152431012,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:19,-118.34236496574728,34.091285390239946,False,True,,trip_log_Day1_iPhone.csv,8.540852231959327,270.3311432325887,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:20,-118.342390417093,34.09128791103574,False,True,,trip_log_Day1_iPhone.csv,8.515382766572609,270.4178712220762,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:21,-118.34241343196037,34.09128817928332,False,True,,trip_log_Day1_iPhone.csv,7.646957421015349,270.50459921156374,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:22,-118.34243129032627,34.0912881603684,False,True,,trip_log_Day1_iPhone.csv,5.933072434672597,270.59132720105123,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:23,-118.34243446664162,34.09128829636643,False,True,,trip_log_Day1_iPhone.csv,1.0566606798822225,270.67805519053877,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:24,-118.3424321760012,34.091289312470664,False,True,,trip_log_Day1_iPhone.csv,0.8624304604769863,270.76478318002626,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:25,-118.3424326587879,34.091289860199794,False,True,,trip_log_Day1_iPhone.csv,0.2712313577263543,270.8515111695138,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:26,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.9494242998037873,270.93823915900134,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:27,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.0249671484888,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:28,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.11169513797637,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:29,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.19842312746385,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:30,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.2851511169514,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:31,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.3718791064389,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:32,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.4586070959264,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:33,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.5453350854139,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:34,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.63206307490145,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:35,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.71879106438894,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:36,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.8055190538765,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:37,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.89224704336397,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:38,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,271.9789750328515,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:39,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,272.06570302233905,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:40,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,272.15243101182654,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:41,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,272.2391590013141,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:42,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,272.32588699080156,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:43,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,272.4126149802891,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:44,-118.34243347766694,34.09129213806274,False,True,,trip_log_Day1_iPhone.csv,0.0,272.4993429697766,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:45,-118.34243707567644,34.09129863209318,False,True,,trip_log_Day1_iPhone.csv,2.855482379138288,272.58607095926413,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:46,-118.34244386797504,34.09129955516346,False,True,,trip_log_Day1_iPhone.csv,2.2865055232167886,272.6727989487516,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:47,-118.34245933333688,34.09129977185861,False,True,,trip_log_Day1_iPhone.csv,5.138770118579681,272.75952693823916,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:48,-118.34248349329056,34.09129797042319,False,True,,trip_log_Day1_iPhone.csv,8.058807735757046,272.84625492772665,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:49,-118.34251559545446,34.091296274372624,False,True,,trip_log_Day1_iPhone.csv,10.68675272833185,272.9329829172142,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:50,-118.34255481470592,34.09129513229601,False,True,,trip_log_Day1_iPhone.csv,13.03775178623463,273.01971090670173,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:51,-118.342596667486,34.091296269504966,False,True,,trip_log_Day1_iPhone.csv,13.912121003994907,273.1064388961892,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:52,-118.34263628244835,34.0912965413959,False,True,,trip_log_Day1_iPhone.csv,13.161687165068034,273.19316688567676,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:53,-118.34267001226664,34.091296745611466,False,True,,trip_log_Day1_iPhone.csv,11.206320496759165,273.27989487516425,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:54,-118.34269560977408,34.09129677924647,False,True,,trip_log_Day1_iPhone.csv,8.504244879070443,273.3666228646518,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:55,-118.34271156927626,34.09129667686535,True,True,,trip_log_Day1_iPhone.csv,5.302367050516556,273.4533508541393,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:56,-118.34272102383323,34.091295902519875,True,True,,trip_log_Day1_iPhone.csv,3.156261402383163,273.5400788436268,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:57,-118.34272327483885,34.091295141329475,True,True,,trip_log_Day1_iPhone.csv,0.8072623320244028,273.6268068331143,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:58,-118.34272253055197,34.09129460729826,True,True,,trip_log_Day1_iPhone.csv,0.32652878953397146,273.71353482260184,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:28:59,-118.34273175478344,34.09129332570124,True,True,,trip_log_Day1_iPhone.csv,3.1069962569322818,273.80026281208933,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:29:00,-118.3427479523277,34.091291910445484,True,True,,trip_log_Day1_iPhone.csv,5.4108890785126205,273.88699080157687,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
1,2025-07-27 11:29:01,-118.34275342113796,34.09129088951089,True,True,,trip_log_Day1_iPhone.csv,1.8620753236751193,273.9737187910644,27.945149422173927,32.68570910087685,1014.2963775306212,Partly Cloudy,17.67217372911078,196.09968214932775
