trip,timestamp,longitude,latitude,speed_kmh,temperature_c,weather_condition,elevation_m
1,2025-07-27 11:27:29,-118.34258118097476,34.09152156472648,5.415543391171835,27.945149422173927,Partly Cloudy,265.9947437582129
1,2025-07-27 11:27:30,-118.34256838126484,34.09152150354691,4.252493751692024,27.945149422173927,Partly Cloudy,266.0814717477004
1,2025-07-27 11:27:31,-118.34255275202857,34.09152541226847,5.421995434539623,27.945149422173927,Partly Cloudy,266.16819973718793
1,2025-07-27 11:27:32,-118.34253860620822,34.09152479523932,4.7060937980109125,27.945149422173927,Partly Cloudy,266.2549277266754
1,2025-07-27 11:27:33,-118.34252920790271,34.09152461579753,3.1232033721722514,27.945149422173927,Partly Cloudy,266.34165571616296
1,2025-07-27 11:27:34,-118.34253491895338,34.09152500131368,1.9036066937941747,27.945149422173927,Partly Cloudy,266.42838370565045
1,2025-07-27 11:27:35,-118.34252313593063,34.09152411546189,3.9306017627678753,27.945149422173927,Partly Cloudy,266.515111695138
1,2025-07-27 11:27:36,-118.34252049527156,34.091523971022625,0.8791951743414811,27.945149422173927,Partly Cloudy,266.6018396846255
1,2025-07-27 11:27:37,-118.34249707984392,34.091521750900334,7.829617909056952,27.945149422173927,Partly Cloudy,266.688567674113
1,2025-07-27 11:27:38,-118.34247017406784,34.091521074725755,8.942932649783767,27.945149422173927,Partly Cloudy,266.7752956636005
1,2025-07-27 11:27:39,-118.34246309993114,34.09152087272648,2.351611006850332,27.945149422173927,Partly Cloudy,266.86202365308804
1,2025-07-27 11:27:40,-118.34244881327562,34.0915240783864,4.916020150457883,27.945149422173927,Partly Cloudy,266.94875164257553
1,2025-07-27 11:27:41,-118.34242108721035,34.09152451851077,9.213054799129921,27.945149422173927,Partly Cloudy,267.0354796320631
1,2025-07-27 11:27:42,-118.3424047098982,34.09152724638085,5.548974309242796,27.945149422173927,Partly Cloudy,267.1222076215506
1,2025-07-27 11:27:43,-118.34238494075235,34.09153244859731,6.888568669094345,27.945149422173927,Partly Cloudy,267.2089356110381
1,2025-07-27 11:27:44,-118.34236942956792,34.09152946046672,5.289595267227726,27.945149422173927,Partly Cloudy,267.29566360052564
1,2025-07-27 11:27:45,-118.34234644743805,34.09152542507476,7.803504597518527,27.945149422173927,Partly Cloudy,267.3823915900131
1,2025-07-27 11:27:46,-118.34232413471288,34.09152276453255,7.488661358604077,27.945149422173927,Partly Cloudy,267.46911957950067
1,2025-07-27 11:27:47,-118.34230307646754,34.091518873479394,7.166609415139603,27.945149422173927,Partly Cloudy,267.55584756898816
1,2025-07-27 11:27:48,-118.34228537861544,34.09151253529159,6.401340117850167,27.945149422173927,Partly Cloudy,267.6425755584757
1,2025-07-27 11:27:49,-118.34227087665091,34.0915006512611,6.762658784798373,27.945149422173927,Partly Cloudy,267.7293035479632
1,2025-07-27 11:27:50,-118.34226647158346,34.091486624765594,5.78918817384124,27.945149422173927,Partly Cloudy,267.8160315374507
1,2025-07-27 11:27:51,-118.34226654795374,34.091474217976945,4.954424973689167,27.945149422173927,Partly Cloudy,267.9027595269382
1,2025-07-27 11:27:52,-118.34226592092168,34.09146206636747,4.856929701069063,27.945149422173927,Partly Cloudy,267.98948751642575
1,2025-07-27 11:27:53,-118.3422664938042,34.091459302304365,1.1200531739406037,27.945149422173927,Partly Cloudy,268.0762155059133
1,2025-07-27 11:27:54,-118.34226626036984,34.09145584478608,1.3828552109571228,27.945149422173927,Partly Cloudy,268.1629434954008
1,2025-07-27 11:27:55,-118.34226575939716,34.09145525726642,0.2876530379316362,27.945149422173927,Partly Cloudy,268.2496714848883
1,2025-07-27 11:27:56,-118.34226365329084,34.09145347283761,0.9986728208754158,27.945149422173927,Partly Cloudy,268.3363994743758
1,2025-07-27 11:27:57,-118.34226232201736,34.09145269272287,0.540983072987895,27.945149422173927,Partly Cloudy,268.42312746386335
1,2025-07-27 11:27:58,-118.34226158826108,34.091452457687886,0.2612182642632095,27.945149422173927,Partly Cloudy,268.50985545335084
1,2025-07-27 11:27:59,-118.3422597121702,34.09145037344135,1.0398106315174092,27.945149422173927,Partly Cloudy,268.5965834428384
1,2025-07-27 11:28:00,-118.34225777727478,34.091447296947585,1.3865431884420085,27.945149422173927,Partly Cloudy,268.68331143232587
1,2025-07-27 11:28:01,-118.34225674758008,34.09144566505909,0.7359920097014654,27.945149422173927,Partly Cloudy,268.7700394218134
1,2025-07-27 11:28:02,-118.34225519572142,34.09144057545569,2.0967879074174314,27.945149422173927,Partly Cloudy,268.8567674113009
1,2025-07-27 11:28:03,-118.3422523337827,34.091434397006395,2.644091969851448,27.945149422173927,Partly Cloudy,268.94349540078844
1,2025-07-27 11:28:04,-118.34225055370412,34.09142698958446,3.016519863786718,27.945149422173927,Partly Cloudy,269.030223390276
1,2025-07-27 11:28:05,-118.34224925301746,34.091418922043864,3.250435285401513,27.945149422173927,Partly Cloudy,269.11695137976346
1,2025-07-27 11:28:06,-118.34224790218362,34.09141092916637,3.2231649135393794,27.945149422173927,Partly Cloudy,269.203679369251
1,2025-07-27 11:28:07,-118.34224548220396,34.09140403512548,2.867970896391863,27.945149422173927,Partly Cloudy,269.2904073587385
1,2025-07-27 11:28:08,-118.3422439969711,34.09139328731658,4.3201573310921555,27.945149422173927,Partly Cloudy,269.37713534822603
1,2025-07-27 11:28:09,-118.34224381881896,34.091382554676635,4.286236596503754,27.945149422173927,Partly Cloudy,269.4638633377135
1,2025-07-27 11:28:10,-118.34224351468274,34.09137010680667,4.971791646582789,27.945149422173927,Partly Cloudy,269.55059132720106
1,2025-07-27 11:28:11,-118.34224299047618,34.091356540772516,5.420076107025801,27.945149422173927,Partly Cloudy,269.63731931668855
1,2025-07-27 11:28:12,-118.3422432542686,34.09133989221291,6.648789213309786,27.945149422173927,Partly Cloudy,269.7240473061761
1,2025-07-27 11:28:13,-118.3422435615008,34.091322608528905,6.9025883202555605,27.945149422173927,Partly Cloudy,269.8107752956636
1,2025-07-27 11:28:14,-118.34224868793704,34.09130780586098,6.151569014479966,27.945149422173927,Partly Cloudy,269.8975032851511
1,2025-07-27 11:28:15,-118.34226575779142,34.091293252269445,8.120128280908995,27.945149422173927,Partly Cloudy,269.98423127463866
1,2025-07-27 11:28:16,-118.3422890401209,34.0912841180858,8.551938837398641,27.945149422173927,Partly Cloudy,270.07095926412615
1,2025-07-27 11:28:17,-118.3423129761788,34.09128362832881,7.954658297411479,27.945149422173927,Partly Cloudy,270.1576872536137
1,2025-07-27 11:28:18,-118.34233956293684,34.091282105870704,8.853791251690172,27.945149422173927,Partly Cloudy,270.2444152431012
1,2025-07-27 11:28:19,-118.34236496574728,34.091285390239946,8.540852231959327,27.945149422173927,Partly Cloudy,270.3311432325887
1,2025-07-27 11:28:20,-118.342390417093,34.09128791103574,8.515382766572609,27.945149422173927,Partly Cloudy,270.4178712220762
1,2025-07-27 11:28:21,-118.34241343196037,34.09128817928332,7.646957421015349,27.945149422173927,Partly Cloudy,270.50459921156374
1,2025-07-27 11:28:22,-118.34243129032627,34.0912881603684,5.933072434672597,27.945149422173927,Partly Cloudy,270.59132720105123
1,2025-07-27 11:28:23,-118.34243446664162,34.09128829636643,1.0566606798822225,27.945149422173927,Partly Cloudy,270.67805519053877
1,2025-07-27 11:28:24,-118.3424321760012,34.091289312470664,0.8624304604769863,27.945149422173927,Partly Cloudy,270.76478318002626
1,2025-07-27 11:28:25,-118.3424326587879,34.091289860199794,0.2712313577263543,27.945149422173927,Partly Cloudy,270.8515111695138
1,2025-07-27 11:28:26,-118.34243347766694,34.09129213806274,0.9494242998037873,27.945149422173927,Partly Cloudy,270.93823915900134
1,2025-07-27 11:28:27,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.0249671484888
1,2025-07-27 11:28:28,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.11169513797637
1,2025-07-27 11:28:29,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.19842312746385
1,2025-07-27 11:28:30,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.2851511169514
1,2025-07-27 11:28:31,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.3718791064389
1,2025-07-27 11:28:32,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.4586070959264
1,2025-07-27 11:28:33,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.5453350854139
1,2025-07-27 11:28:34,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.63206307490145
1,2025-07-27 11:28:35,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.71879106438894
1,2025-07-27 11:28:36,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.8055190538765
1,2025-07-27 11:28:37,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.89224704336397
1,2025-07-27 11:28:38,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,271.9789750328515
1,2025-07-27 11:28:39,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,272.06570302233905
1,2025-07-27 11:28:40,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,272.15243101182654
1,2025-07-27 11:28:41,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,272.2391590013141
1,2025-07-27 11:28:42,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,272.32588699080156
1,2025-07-27 11:28:43,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,272.4126149802891
1,2025-07-27 11:28:44,-118.34243347766694,34.09129213806274,0.0,27.945149422173927,Partly Cloudy,272.4993429697766
